Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Store_ID,Location,Size,Category
384,8/13/2024,CUST384,Male,55,Clothing,1,500,500,S009,Oregon,Small,Outlet
387,6/4/2024,CUST387,Male,44,Beauty,1,30,30,S009,Oregon,Small,Outlet
408,4/15/2024,CUST408,Female,64,Beauty,1,500,500,S009,Oregon,Small,Outlet
422,6/20/2024,CUST422,Female,28,Clothing,3,30,90,S009,Oregon,Small,Outlet
435,12/20/2024,CUST435,Female,30,Beauty,3,300,900,S009,Oregon,Small,Outlet
443,8/9/2024,CUST443,Male,29,Clothing,2,300,600,S009,Oregon,Small,Outlet
456,10/14/2024,CUST456,Male,57,Electronics,2,30,60,S009,Oregon,Small,Outlet
476,8/29/2024,CUST476,Female,27,Clothing,4,500,2000,S009,Oregon,Small,Outlet
477,4/24/2024,CUST477,Male,43,Clothing,4,30,120,S009,Oregon,Small,Outlet
488,6/18/2024,CUST488,Female,51,Electronics,3,300,900,S009,Oregon,Small,Outlet
492,6/29/2024,CUST492,Male,61,Beauty,4,25,100,S009,Oregon,Small,Outlet
506,2/25/2024,CUST506,Male,34,Beauty,3,500,1500,S009,Oregon,Small,Outlet
537,6/3/2024,CUST537,Female,21,Beauty,1,500,500,S009,Oregon,Small,Outlet
543,7/26/2024,CUST543,Male,49,Beauty,2,300,600,S009,Oregon,Small,Outlet
557,7/27/2024,CUST557,Female,20,Beauty,3,30,90,S009,Oregon,Small,Outlet
560,6/5/2024,CUST560,Female,25,Electronics,1,50,50,S009,Oregon,Small,Outlet
564,10/24/2024,CUST564,Male,50,Electronics,2,50,100,S009,Oregon,Small,Outlet
590,3/17/2024,CUST590,Male,36,Clothing,3,300,900,S009,Oregon,Small,Outlet
592,1/24/2024,CUST592,Female,46,Beauty,4,500,2000,S009,Oregon,Small,Outlet
594,9/1/2024,CUST594,Female,19,Electronics,2,300,600,S009,Oregon,Small,Outlet
607,3/17/2024,CUST607,Male,54,Clothing,3,25,75,S009,Oregon,Small,Outlet
620,5/8/2024,CUST620,Male,63,Electronics,3,25,75,S009,Oregon,Small,Outlet
631,11/10/2024,CUST631,Male,56,Electronics,3,30,90,S009,Oregon,Small,Outlet
643,9/24/2024,CUST643,Female,28,Electronics,3,30,90,S009,Oregon,Small,Outlet
645,11/17/2024,CUST645,Female,35,Electronics,4,30,120,S009,Oregon,Small,Outlet
649,2/9/2024,CUST649,Female,58,Clothing,2,300,600,S009,Oregon,Small,Outlet
652,5/1/2024,CUST652,Female,34,Beauty,2,50,100,S009,Oregon,Small,Outlet
661,7/16/2024,CUST661,Female,44,Clothing,4,25,100,S009,Oregon,Small,Outlet
663,3/20/2024,CUST663,Male,23,Clothing,4,300,1200,S009,Oregon,Small,Outlet
675,8/4/2024,CUST675,Female,45,Clothing,2,30,60,S009,Oregon,Small,Outlet
679,1/11/2024,CUST679,Female,18,Beauty,3,30,90,S009,Oregon,Small,Outlet
731,5/10/2024,CUST731,Male,54,Clothing,4,500,2000,S009,Oregon,Small,Outlet
750,3/6/2024,CUST750,Female,35,Clothing,3,25,75,S009,Oregon,Small,Outlet
752,12/9/2024,CUST752,Male,29,Clothing,2,50,100,S009,Oregon,Small,Outlet
773,7/23/2024,CUST773,Male,25,Electronics,4,500,2000,S009,Oregon,Small,Outlet
793,2/5/2024,CUST793,Male,54,Beauty,1,30,30,S009,Oregon,Small,Outlet
798,8/4/2024,CUST798,Male,61,Clothing,1,50,50,S009,Oregon,Small,Outlet
829,7/14/2024,CUST829,Male,61,Beauty,3,30,90,S009,Oregon,Small,Outlet
851,9/8/2024,CUST851,Male,32,Electronics,2,25,50,S009,Oregon,Small,Outlet
858,9/9/2024,CUST858,Male,23,Electronics,2,50,100,S009,Oregon,Small,Outlet
877,6/19/2024,CUST877,Female,58,Clothing,1,25,25,S009,Oregon,Small,Outlet
902,6/1/2024,CUST902,Female,54,Beauty,1,50,50,S009,Oregon,Small,Outlet
907,1/8/2024,CUST907,Female,45,Electronics,1,25,25,S009,Oregon,Small,Outlet
923,5/26/2024,CUST923,Male,32,Beauty,3,300,900,S009,Oregon,Small,Outlet
928,4/5/2024,CUST928,Female,35,Clothing,4,300,1200,S009,Oregon,Small,Outlet
939,12/18/2024,CUST939,Female,46,Electronics,1,300,300,S009,Oregon,Small,Outlet
948,10/13/2024,CUST948,Female,23,Electronics,3,25,75,S009,Oregon,Small,Outlet
957,8/15/2024,CUST957,Female,60,Electronics,4,30,120,S009,Oregon,Small,Outlet
958,6/2/2024,CUST958,Male,62,Electronics,2,25,50,S009,Oregon,Small,Outlet
959,10/29/2024,CUST959,Female,42,Electronics,2,30,60,S009,Oregon,Small,Outlet
965,11/9/2024,CUST965,Male,22,Clothing,4,50,200,S009,Oregon,Small,Outlet
985,5/30/2024,CUST985,Female,19,Electronics,2,25,50,S009,Oregon,Small,Outlet
996,5/16/2024,CUST996,Male,62,Clothing,1,50,50,S009,Oregon,Small,Outlet
4,5/21/2024,CUST004,Male,37,Clothing,1,500,500,S003,Chicago,Small,Online
13,8/5/2024,CUST013,Male,22,Electronics,3,500,1500,S003,Chicago,Small,Online
26,10/7/2024,CUST026,Female,28,Electronics,2,500,1000,S003,Chicago,Small,Online
42,2/17/2024,CUST042,Male,22,Clothing,3,300,900,S003,Chicago,Small,Online
54,2/10/2024,CUST054,Female,38,Electronics,3,500,1500,S003,Chicago,Small,Online
55,10/10/2024,CUST055,Male,31,Beauty,4,30,120,S003,Chicago,Small,Online
76,3/25/2024,CUST076,Female,22,Electronics,2,50,100,S003,Chicago,Small,Online
92,8/25/2024,CUST092,Female,51,Electronics,4,30,120,S003,Chicago,Small,Online
94,5/19/2024,CUST094,Female,47,Beauty,2,500,1000,S003,Chicago,Small,Online
105,7/25/2024,CUST105,Female,22,Electronics,1,500,500,S003,Chicago,Small,Online
113,9/13/2024,CUST113,Female,41,Electronics,2,25,50,S003,Chicago,Small,Online
126,10/26/2024,CUST126,Female,28,Clothing,3,30,90,S003,Chicago,Small,Online
127,7/24/2024,CUST127,Female,33,Clothing,2,25,50,S003,Chicago,Small,Online
142,2/2/2024,CUST142,Male,35,Electronics,4,300,1200,S003,Chicago,Small,Online
153,12/16/2024,CUST153,Male,63,Electronics,2,500,1000,S003,Chicago,Small,Online
154,10/2/2024,CUST154,Male,51,Electronics,3,300,900,S003,Chicago,Small,Online
159,5/31/2024,CUST159,Male,26,Clothing,4,50,200,S003,Chicago,Small,Online
164,5/15/2024,CUST164,Female,47,Beauty,3,500,1500,S003,Chicago,Small,Online
169,11/17/2024,CUST169,Male,18,Beauty,3,500,1500,S003,Chicago,Small,Online
199,12/4/2024,CUST199,Male,45,Beauty,3,500,1500,S003,Chicago,Small,Online
205,11/7/2024,CUST205,Female,43,Clothing,1,25,25,S003,Chicago,Small,Online
212,6/9/2024,CUST212,Male,21,Clothing,3,500,1500,S003,Chicago,Small,Online
218,9/22/2024,CUST218,Male,64,Beauty,3,30,90,S003,Chicago,Small,Online
229,10/29/2024,CUST229,Male,58,Beauty,3,30,90,S003,Chicago,Small,Online
234,11/20/2024,CUST234,Female,62,Electronics,2,25,50,S003,Chicago,Small,Online
254,7/28/2024,CUST254,Male,41,Electronics,1,500,500,S003,Chicago,Small,Online
262,7/30/2024,CUST262,Female,32,Beauty,4,30,120,S003,Chicago,Small,Online
277,8/18/2024,CUST277,Male,36,Clothing,4,25,100,S003,Chicago,Small,Online
310,10/12/2024,CUST310,Female,28,Beauty,1,25,25,S003,Chicago,Small,Online
314,4/8/2024,CUST314,Male,52,Clothing,4,30,120,S003,Chicago,Small,Online
318,10/24/2024,CUST318,Male,61,Clothing,1,25,25,S003,Chicago,Small,Online
321,6/10/2024,CUST321,Female,26,Electronics,2,25,50,S003,Chicago,Small,Online
336,12/12/2024,CUST336,Female,52,Beauty,3,50,150,S003,Chicago,Small,Online
348,12/3/2024,CUST348,Female,35,Electronics,2,300,600,S003,Chicago,Small,Online
357,5/3/2024,CUST357,Female,40,Electronics,3,25,75,S003,Chicago,Small,Online
360,3/9/2024,CUST360,Male,42,Clothing,4,25,100,S003,Chicago,Small,Online
369,11/15/2024,CUST369,Male,23,Electronics,3,500,1500,S003,Chicago,Small,Online
370,10/16/2024,CUST370,Male,23,Electronics,2,30,60,S003,Chicago,Small,Online
371,2/21/2024,CUST371,Female,20,Beauty,1,25,25,S003,Chicago,Small,Online
372,2/7/2024,CUST372,Female,24,Beauty,3,500,1500,S003,Chicago,Small,Online
382,5/26/2024,CUST382,Female,53,Clothing,2,500,1000,S003,Chicago,Small,Online
383,3/22/2024,CUST383,Female,46,Beauty,3,30,90,S003,Chicago,Small,Online
389,12/1/2024,CUST389,Male,21,Clothing,2,25,50,S003,Chicago,Small,Online
391,1/5/2024,CUST391,Male,19,Beauty,2,25,50,S003,Chicago,Small,Online
399,3/1/2024,CUST399,Female,64,Beauty,2,30,60,S003,Chicago,Small,Online
405,11/6/2024,CUST405,Female,25,Clothing,4,300,1200,S003,Chicago,Small,Online
416,2/17/2024,CUST416,Male,53,Electronics,4,500,2000,S003,Chicago,Small,Online
419,5/22/2024,CUST419,Female,44,Clothing,3,30,90,S003,Chicago,Small,Online
430,8/7/2024,CUST430,Female,43,Electronics,3,300,900,S003,Chicago,Small,Online
431,10/15/2024,CUST431,Male,63,Electronics,4,300,1200,S003,Chicago,Small,Online
433,2/27/2024,CUST433,Male,29,Beauty,4,50,200,S003,Chicago,Small,Online
434,2/8/2024,CUST434,Female,43,Electronics,2,25,50,S003,Chicago,Small,Online
437,10/7/2024,CUST437,Female,35,Electronics,4,300,1200,S003,Chicago,Small,Online
449,7/3/2024,CUST449,Male,25,Electronics,4,50,200,S003,Chicago,Small,Online
453,12/8/2024,CUST453,Female,26,Clothing,2,500,1000,S003,Chicago,Small,Online
461,3/25/2024,CUST461,Female,18,Beauty,2,500,1000,S003,Chicago,Small,Online
471,3/23/2024,CUST471,Male,32,Clothing,3,50,150,S003,Chicago,Small,Online
472,12/26/2024,CUST472,Female,38,Beauty,3,300,900,S003,Chicago,Small,Online
483,4/25/2024,CUST483,Male,55,Clothing,1,30,30,S003,Chicago,Small,Online
504,5/16/2024,CUST504,Female,38,Beauty,3,50,150,S003,Chicago,Small,Online
507,11/2/2024,CUST507,Female,37,Electronics,3,500,1500,S003,Chicago,Small,Online
508,8/11/2024,CUST508,Male,58,Beauty,2,300,600,S003,Chicago,Small,Online
509,6/26/2024,CUST509,Female,37,Electronics,3,300,900,S003,Chicago,Small,Online
510,6/10/2024,CUST510,Female,39,Beauty,4,50,200,S003,Chicago,Small,Online
511,8/12/2024,CUST511,Male,45,Beauty,2,50,100,S003,Chicago,Small,Online
514,3/1/2024,CUST514,Female,18,Electronics,1,300,300,S003,Chicago,Small,Online
516,10/23/2024,CUST516,Male,30,Beauty,4,25,100,S003,Chicago,Small,Online
533,11/16/2024,CUST533,Male,19,Electronics,3,500,1500,S003,Chicago,Small,Online
554,11/12/2024,CUST554,Female,46,Beauty,3,50,150,S003,Chicago,Small,Online
556,6/4/2024,CUST556,Female,18,Electronics,1,50,50,S003,Chicago,Small,Online
574,8/31/2024,CUST574,Female,63,Electronics,2,25,50,S003,Chicago,Small,Online
578,5/26/2024,CUST578,Female,54,Clothing,4,30,120,S003,Chicago,Small,Online
588,4/26/2024,CUST588,Male,38,Electronics,2,30,60,S003,Chicago,Small,Online
593,5/6/2024,CUST593,Male,35,Electronics,2,30,60,S003,Chicago,Small,Online
600,10/22/2024,CUST600,Female,59,Beauty,2,500,1000,S003,Chicago,Small,Online
603,7/16/2024,CUST603,Female,40,Clothing,3,30,90,S003,Chicago,Small,Online
608,12/2/2024,CUST608,Female,55,Electronics,3,500,1500,S003,Chicago,Small,Online
619,10/13/2024,CUST619,Male,47,Electronics,4,25,100,S003,Chicago,Small,Online
621,3/4/2024,CUST621,Female,40,Beauty,2,500,1000,S003,Chicago,Small,Online
638,8/19/2024,CUST638,Male,46,Electronics,1,500,500,S003,Chicago,Small,Online
640,5/7/2024,CUST640,Female,51,Electronics,4,30,120,S003,Chicago,Small,Online
641,11/23/2024,CUST641,Female,40,Electronics,1,300,300,S003,Chicago,Small,Online
655,6/13/2024,CUST655,Female,55,Clothing,1,500,500,S003,Chicago,Small,Online
677,10/27/2024,CUST677,Female,19,Beauty,3,500,1500,S003,Chicago,Small,Online
690,11/5/2024,CUST690,Female,52,Clothing,3,300,900,S003,Chicago,Small,Online
693,4/23/2024,CUST693,Male,41,Beauty,3,500,1500,S003,Chicago,Small,Online
697,1/15/2024,CUST697,Male,53,Clothing,1,500,500,S003,Chicago,Small,Online
698,7/19/2024,CUST698,Female,64,Electronics,1,300,300,S003,Chicago,Small,Online
700,12/9/2024,CUST700,Male,36,Electronics,4,500,2000,S003,Chicago,Small,Online
702,7/27/2024,CUST702,Female,60,Clothing,2,300,600,S003,Chicago,Small,Online
703,3/26/2024,CUST703,Male,34,Electronics,2,50,100,S003,Chicago,Small,Online
714,2/12/2024,CUST714,Female,18,Clothing,1,500,500,S003,Chicago,Small,Online
717,3/11/2024,CUST717,Male,57,Clothing,1,500,500,S003,Chicago,Small,Online
721,5/14/2024,CUST721,Female,52,Clothing,1,500,500,S003,Chicago,Small,Online
735,10/4/2024,CUST735,Female,64,Clothing,4,500,2000,S003,Chicago,Small,Online
742,1/21/2024,CUST742,Female,38,Electronics,4,500,2000,S003,Chicago,Small,Online
756,8/27/2024,CUST756,Female,62,Electronics,4,300,1200,S003,Chicago,Small,Online
764,3/25/2024,CUST764,Female,40,Clothing,1,25,25,S003,Chicago,Small,Online
772,7/12/2024,CUST772,Male,26,Electronics,1,30,30,S003,Chicago,Small,Online
782,6/4/2024,CUST782,Male,59,Clothing,3,300,900,S003,Chicago,Small,Online
789,9/30/2024,CUST789,Female,61,Clothing,4,500,2000,S003,Chicago,Small,Online
813,10/3/2024,CUST813,Male,52,Electronics,3,50,150,S003,Chicago,Small,Online
817,10/31/2024,CUST817,Male,30,Beauty,4,50,200,S003,Chicago,Small,Online
825,8/26/2024,CUST825,Female,46,Beauty,1,25,25,S003,Chicago,Small,Online
833,6/16/2024,CUST833,Male,42,Beauty,4,50,200,S003,Chicago,Small,Online
838,5/13/2024,CUST838,Male,47,Electronics,2,300,600,S003,Chicago,Small,Online
840,5/24/2024,CUST840,Male,62,Clothing,2,25,50,S003,Chicago,Small,Online
848,2/13/2024,CUST848,Female,63,Clothing,3,25,75,S003,Chicago,Small,Online
853,5/4/2024,CUST853,Male,21,Beauty,2,500,1000,S003,Chicago,Small,Online
863,4/24/2024,CUST863,Female,30,Electronics,2,25,50,S003,Chicago,Small,Online
864,7/27/2024,CUST864,Female,51,Electronics,1,500,500,S003,Chicago,Small,Online
880,8/21/2024,CUST880,Male,22,Beauty,2,500,1000,S003,Chicago,Small,Online
895,5/22/2024,CUST895,Female,55,Clothing,4,30,120,S003,Chicago,Small,Online
900,2/21/2024,CUST900,Male,21,Clothing,2,30,60,S003,Chicago,Small,Online
911,5/21/2024,CUST911,Male,42,Electronics,3,300,900,S003,Chicago,Small,Online
913,1/28/2024,CUST913,Male,29,Electronics,3,30,90,S003,Chicago,Small,Online
916,12/24/2024,CUST916,Female,32,Electronics,1,50,50,S003,Chicago,Small,Online
917,3/6/2024,CUST917,Female,57,Electronics,4,50,200,S003,Chicago,Small,Online
944,6/5/2024,CUST944,Male,44,Clothing,2,25,50,S003,Chicago,Small,Online
954,9/25/2024,CUST954,Female,50,Electronics,3,300,900,S003,Chicago,Small,Online
974,5/3/2024,CUST974,Male,47,Beauty,1,30,30,S003,Chicago,Small,Online
9,12/13/2024,CUST009,Male,63,Electronics,2,300,600,S008,San Diego,Large,Flagship
38,3/21/2024,CUST038,Male,38,Beauty,4,50,200,S008,San Diego,Large,Flagship
45,7/3/2024,CUST045,Female,55,Electronics,1,30,30,S008,San Diego,Large,Flagship
46,6/26/2024,CUST046,Female,20,Electronics,4,300,1200,S008,San Diego,Large,Flagship
47,11/6/2024,CUST047,Female,40,Beauty,3,500,1500,S008,San Diego,Large,Flagship
50,8/24/2024,CUST050,Female,27,Beauty,3,25,75,S008,San Diego,Large,Flagship
53,7/13/2024,CUST053,Male,34,Electronics,2,50,100,S008,San Diego,Large,Flagship
68,2/10/2024,CUST068,Male,25,Electronics,1,300,300,S008,San Diego,Large,Flagship
88,3/29/2024,CUST088,Male,56,Clothing,1,500,500,S008,San Diego,Large,Flagship
90,5/6/2024,CUST090,Female,51,Electronics,1,30,30,S008,San Diego,Large,Flagship
106,5/18/2024,CUST106,Female,46,Clothing,1,50,50,S008,San Diego,Large,Flagship
108,4/19/2024,CUST108,Female,27,Beauty,3,25,75,S008,San Diego,Large,Flagship
115,11/26/2024,CUST115,Male,51,Clothing,3,500,1500,S008,San Diego,Large,Flagship
119,3/13/2024,CUST119,Female,60,Clothing,3,50,150,S008,San Diego,Large,Flagship
122,10/3/2024,CUST122,Male,64,Electronics,4,30,120,S008,San Diego,Large,Flagship
125,8/8/2024,CUST125,Male,48,Clothing,2,50,100,S008,San Diego,Large,Flagship
128,7/5/2024,CUST128,Male,25,Beauty,1,500,500,S008,San Diego,Large,Flagship
136,3/20/2024,CUST136,Male,44,Electronics,2,300,600,S008,San Diego,Large,Flagship
139,12/15/2024,CUST139,Male,36,Beauty,4,500,2000,S008,San Diego,Large,Flagship
140,8/5/2024,CUST140,Male,38,Electronics,1,30,30,S008,San Diego,Large,Flagship
165,9/14/2024,CUST165,Female,60,Clothing,4,300,1200,S008,San Diego,Large,Flagship
166,4/2/2024,CUST166,Male,34,Clothing,4,500,2000,S008,San Diego,Large,Flagship
172,9/17/2024,CUST172,Male,32,Beauty,2,25,50,S008,San Diego,Large,Flagship
173,11/8/2024,CUST173,Male,64,Electronics,4,30,120,S008,San Diego,Large,Flagship
174,4/12/2024,CUST174,Female,39,Beauty,1,300,300,S008,San Diego,Large,Flagship
186,7/5/2024,CUST186,Male,20,Clothing,4,50,200,S008,San Diego,Large,Flagship
191,10/18/2024,CUST191,Male,64,Beauty,1,25,25,S008,San Diego,Large,Flagship
198,3/7/2024,CUST198,Female,54,Beauty,3,300,900,S008,San Diego,Large,Flagship
203,5/16/2024,CUST203,Male,56,Clothing,2,500,1000,S008,San Diego,Large,Flagship
206,8/5/2024,CUST206,Male,61,Clothing,1,25,25,S008,San Diego,Large,Flagship
220,3/3/2024,CUST220,Male,64,Beauty,1,500,500,S008,San Diego,Large,Flagship
222,4/26/2024,CUST222,Male,51,Clothing,4,30,120,S008,San Diego,Large,Flagship
230,4/23/2024,CUST230,Male,54,Beauty,1,25,25,S008,San Diego,Large,Flagship
246,4/20/2024,CUST246,Female,48,Electronics,2,25,50,S008,San Diego,Large,Flagship
249,10/20/2024,CUST249,Male,20,Clothing,1,50,50,S008,San Diego,Large,Flagship
260,7/1/2024,CUST260,Male,28,Beauty,2,30,60,S008,San Diego,Large,Flagship
280,4/4/2024,CUST280,Female,37,Clothing,3,500,1500,S008,San Diego,Large,Flagship
295,7/28/2024,CUST295,Female,27,Beauty,3,300,900,S008,San Diego,Large,Flagship
299,7/25/2024,CUST299,Male,61,Electronics,2,500,1000,S008,San Diego,Large,Flagship
302,7/14/2024,CUST302,Male,57,Beauty,2,300,600,S008,San Diego,Large,Flagship
306,8/21/2024,CUST306,Male,54,Electronics,1,50,50,S008,San Diego,Large,Flagship
313,3/21/2024,CUST313,Female,55,Beauty,3,500,1500,S008,San Diego,Large,Flagship
326,9/15/2024,CUST326,Female,18,Clothing,3,25,75,S008,San Diego,Large,Flagship
328,3/22/2024,CUST328,Male,39,Beauty,2,50,100,S008,San Diego,Large,Flagship
338,7/26/2024,CUST338,Male,54,Beauty,2,50,100,S008,San Diego,Large,Flagship
353,5/14/2024,CUST353,Male,31,Electronics,1,500,500,S008,San Diego,Large,Flagship
356,6/10/2024,CUST356,Male,50,Electronics,3,500,1500,S008,San Diego,Large,Flagship
397,3/10/2024,CUST397,Female,30,Beauty,1,25,25,S008,San Diego,Large,Flagship
429,12/28/2024,CUST429,Male,64,Electronics,2,25,50,S008,San Diego,Large,Flagship
446,6/7/2024,CUST446,Male,21,Electronics,1,50,50,S008,San Diego,Large,Flagship
490,2/5/2024,CUST490,Male,34,Clothing,3,50,150,S008,San Diego,Large,Flagship
496,12/14/2024,CUST496,Male,23,Clothing,2,300,600,S008,San Diego,Large,Flagship
512,11/7/2024,CUST512,Female,57,Beauty,1,25,25,S008,San Diego,Large,Flagship
513,9/19/2024,CUST513,Male,24,Electronics,4,25,100,S008,San Diego,Large,Flagship
527,4/11/2024,CUST527,Male,57,Clothing,2,25,50,S008,San Diego,Large,Flagship
531,12/7/2024,CUST531,Male,31,Electronics,1,500,500,S008,San Diego,Large,Flagship
544,12/23/2024,CUST544,Female,27,Electronics,1,25,25,S008,San Diego,Large,Flagship
550,12/7/2024,CUST550,Male,40,Clothing,3,300,900,S008,San Diego,Large,Flagship
567,6/14/2024,CUST567,Female,25,Clothing,3,300,900,S008,San Diego,Large,Flagship
569,8/15/2024,CUST569,Male,52,Electronics,4,50,200,S008,San Diego,Large,Flagship
570,8/15/2024,CUST570,Male,49,Clothing,1,500,500,S008,San Diego,Large,Flagship
571,12/12/2024,CUST571,Female,41,Electronics,1,50,50,S008,San Diego,Large,Flagship
572,4/20/2024,CUST572,Male,31,Clothing,4,500,2000,S008,San Diego,Large,Flagship
596,2/7/2024,CUST596,Female,64,Electronics,1,300,300,S008,San Diego,Large,Flagship
605,7/24/2024,CUST605,Male,37,Electronics,2,500,1000,S008,San Diego,Large,Flagship
615,12/23/2024,CUST615,Female,61,Clothing,4,25,100,S008,San Diego,Large,Flagship
623,3/10/2024,CUST623,Male,34,Clothing,3,50,150,S008,San Diego,Large,Flagship
625,12/8/2024,CUST625,Male,31,Clothing,1,300,300,S008,San Diego,Large,Flagship
630,8/15/2024,CUST630,Male,42,Clothing,2,50,100,S008,San Diego,Large,Flagship
633,8/7/2024,CUST633,Male,39,Beauty,4,30,120,S008,San Diego,Large,Flagship
644,9/6/2024,CUST644,Male,23,Beauty,3,25,75,S008,San Diego,Large,Flagship
664,12/28/2024,CUST664,Female,44,Clothing,4,500,2000,S008,San Diego,Large,Flagship
685,6/2/2024,CUST685,Male,57,Electronics,2,25,50,S008,San Diego,Large,Flagship
687,8/3/2024,CUST687,Female,53,Electronics,1,300,300,S008,San Diego,Large,Flagship
691,4/23/2024,CUST691,Female,51,Clothing,3,30,90,S008,San Diego,Large,Flagship
695,8/12/2024,CUST695,Female,22,Electronics,3,50,150,S008,San Diego,Large,Flagship
699,6/22/2024,CUST699,Female,37,Clothing,4,30,120,S008,San Diego,Large,Flagship
